customer_id,vendor_id,rating,timestamp
161,4,4.4,00:00:00
161,13,4.7,00:00:00
161,20,4.5,00:00:00
161,23,4.5,00:00:00
161,28,4.4,00:00:00
161,33,4.6,00:00:00
161,43,4.3,00:00:00
161,44,4.3,00:00:00
161,55,4.5,00:00:00
161,66,4.0,00:00:00
161,67,4.3,00:00:00
161,75,4.6,00:00:00
161,76,4.6,00:00:00
161,78,4.4,00:00:00
161,79,4.7,00:00:00
161,81,3.8,00:00:00
161,82,4.4,00:00:00
161,83,4.2,00:00:00
161,84,4.3,00:00:00
161,85,4.6,00:00:00
161,86,4.5,00:00:00
161,90,4.4,00:00:00
161,92,4.6,00:00:00
161,104,4.5,00:00:00
161,105,4.5,00:00:00
161,106,4.5,00:00:00
161,110,4.6,00:00:00
161,113,4.7,00:00:00
161,115,4.8,00:00:00
161,134,4.5,00:00:00
161,145,3.2,00:00:00
161,148,4.1,00:00:00
161,149,4.2,00:00:00
161,154,4.5,00:00:00
161,157,4.3,00:00:00
161,159,4.5,00:00:00
161,160,4.3,00:00:00
161,161,4.2,00:00:00
161,176,4.3,00:00:00
161,180,3.8,00:00:00
161,188,4.6,00:00:00
161,189,4.3,00:00:00
161,191,4.5,00:00:00
161,192,4.3,00:00:00
161,193,4.3,00:00:00
161,195,4.2,00:00:00
161,197,4.4,00:00:00
161,199,4.5,00:00:00
161,201,4.0,00:00:00
161,203,4.0,00:00:00
161,207,4.1,00:00:00
161,216,4.7,00:00:00
161,221,4.2,00:00:00
161,225,4.2,00:00:00
161,237,4.6,00:00:00
161,250,4.5,00:00:00
161,259,4.3,00:00:00
161,265,4.3,00:00:00
161,271,4.5,00:00:00
161,274,3.7,00:00:00
161,288,4.6,00:00:00
161,289,4.5,00:00:00
161,294,4.4,00:00:00
161,295,4.7,00:00:00
161,298,4.7,00:00:00
161,299,4.2,00:00:00
161,300,4.4,00:00:00
161,304,4.0,00:00:00
161,356,4.2,00:00:00
161,386,4.5,00:00:00
161,391,4.2,00:00:00
161,398,4.2,00:00:00
161,401,4.5,00:00:00
161,419,4.2,00:00:00
161,459,4.2,00:00:00
161,537,4.4,00:00:00
161,547,4.4,00:00:00
161,573,4.6,00:00:00
161,575,4.1,00:00:00
161,577,4.5,00:00:00
197,4,4.4,00:00:00
197,13,4.7,00:00:00
197,20,4.5,00:00:00
197,23,4.5,00:00:00
197,28,4.4,00:00:00
197,33,4.6,00:00:00
197,43,4.3,00:00:00
197,44,4.3,00:00:00
197,55,4.5,00:00:00
197,66,4.0,00:00:00
197,67,4.3,00:00:00
197,75,4.6,00:00:00
197,76,4.6,00:00:00
197,78,4.4,00:00:00
197,79,4.7,00:00:00
197,81,3.8,00:00:00
197,82,4.4,00:00:00
197,83,4.2,00:00:00
197,84,4.3,00:00:00
197,85,4.6,00:00:00
197,86,4.5,00:00:00
197,90,4.4,00:00:00
197,92,4.6,00:00:00
197,104,4.5,00:00:00
197,105,4.5,00:00:00
197,106,4.5,00:00:00
197,110,4.6,00:00:00
197,113,4.7,00:00:00
197,115,4.8,00:00:00
197,134,4.5,00:00:00
197,145,3.2,00:00:00
197,148,4.1,00:00:00
197,149,4.2,00:00:00
197,154,4.5,00:00:00
197,157,4.3,00:00:00
197,159,4.5,00:00:00
197,160,4.3,00:00:00
197,161,4.2,00:00:00
197,176,4.3,00:00:00
197,180,3.8,00:00:00
197,188,4.6,00:00:00
197,189,4.3,00:00:00
197,191,4.5,00:00:00
197,192,4.3,00:00:00
197,193,4.3,00:00:00
197,195,4.2,00:00:00
197,197,4.4,00:00:00
197,199,4.5,00:00:00
197,201,4.0,00:00:00
197,203,4.0,00:00:00
197,207,4.1,00:00:00
197,216,4.7,00:00:00
197,221,4.2,00:00:00
197,225,4.2,00:00:00
197,237,4.6,00:00:00
197,250,4.5,00:00:00
197,259,4.3,00:00:00
197,265,4.3,00:00:00
197,271,4.5,00:00:00
197,274,3.7,00:00:00
197,288,4.6,00:00:00
197,289,4.5,00:00:00
197,294,4.4,00:00:00
197,295,4.7,00:00:00
197,298,4.7,00:00:00
197,299,4.2,00:00:00
197,300,4.4,00:00:00
197,304,4.0,00:00:00
197,356,4.2,00:00:00
197,386,4.5,00:00:00
197,391,4.2,00:00:00
197,398,4.2,00:00:00
197,401,4.5,00:00:00
197,419,4.2,00:00:00
197,459,4.2,00:00:00
197,537,4.4,00:00:00
197,547,4.4,00:00:00
197,573,4.6,00:00:00
197,575,4.1,00:00:00
197,577,4.5,00:00:00
155,4,4.4,00:00:00
155,13,4.7,00:00:00
155,20,4.5,00:00:00
155,23,4.5,00:00:00
155,28,4.4,00:00:00
155,33,4.6,00:00:00
155,43,4.3,00:00:00
155,44,4.3,00:00:00
155,55,4.5,00:00:00
155,66,4.0,00:00:00
155,67,4.3,00:00:00
155,75,4.6,00:00:00
155,76,4.6,00:00:00
155,78,4.4,00:00:00
155,79,4.7,00:00:00
155,81,3.8,00:00:00
155,82,4.4,00:00:00
155,83,4.2,00:00:00
155,84,4.3,00:00:00
155,85,4.6,00:00:00
155,86,4.5,00:00:00
155,90,4.4,00:00:00
155,92,4.6,00:00:00
155,104,4.5,00:00:00
155,105,4.5,00:00:00
155,106,4.5,00:00:00
155,110,4.6,00:00:00
155,113,4.7,00:00:00
155,115,4.8,00:00:00
155,134,4.5,00:00:00
155,145,3.2,00:00:00
155,148,4.1,00:00:00
155,149,4.2,00:00:00
155,154,4.5,00:00:00
155,157,4.3,00:00:00
155,159,4.5,00:00:00
155,160,4.3,00:00:00
155,161,4.2,00:00:00
155,176,4.3,00:00:00
155,180,3.8,00:00:00
155,188,4.6,00:00:00
155,189,4.3,00:00:00
155,191,4.5,00:00:00
155,192,4.3,00:00:00
155,193,4.3,00:00:00
155,195,4.2,00:00:00
155,197,4.4,00:00:00
155,199,4.5,00:00:00
155,201,4.0,00:00:00
155,203,4.0,00:00:00
155,207,4.1,00:00:00
155,216,4.7,00:00:00
155,221,4.2,00:00:00
155,225,4.2,00:00:00
155,237,4.6,00:00:00
155,250,4.5,00:00:00
155,259,4.3,00:00:00
155,265,4.3,00:00:00
155,271,4.5,00:00:00
155,274,3.7,00:00:00
155,288,4.6,00:00:00
155,289,4.5,00:00:00
155,294,4.4,00:00:00
155,295,4.7,00:00:00
155,298,4.7,00:00:00
155,299,4.2,00:00:00
155,300,4.4,00:00:00
155,304,4.0,00:00:00
155,356,4.2,00:00:00
155,386,4.5,00:00:00
155,391,4.2,00:00:00
155,398,4.2,00:00:00
155,401,4.5,00:00:00
155,419,4.2,00:00:00
155,459,4.2,00:00:00
155,537,4.4,00:00:00
155,547,4.4,00:00:00
155,573,4.6,00:00:00
155,575,4.1,00:00:00
155,577,4.5,00:00:00
40,4,4.4,00:00:00
40,13,4.7,00:00:00
40,20,4.5,00:00:00
40,23,4.5,00:00:00
40,28,4.4,00:00:00
40,33,4.6,00:00:00
40,43,4.3,00:00:00
40,44,4.3,00:00:00
40,55,4.5,00:00:00
40,66,4.0,00:00:00
40,67,4.3,00:00:00
40,75,4.6,00:00:00
40,76,4.6,00:00:00
40,78,4.4,00:00:00
40,79,4.7,00:00:00
40,81,3.8,00:00:00
40,82,4.4,00:00:00
40,83,4.2,00:00:00
40,84,4.3,00:00:00
40,85,4.6,00:00:00
40,86,4.5,00:00:00
40,90,4.4,00:00:00
40,92,4.6,00:00:00
40,104,4.5,00:00:00
40,105,4.5,00:00:00
40,106,4.5,00:00:00
40,110,4.6,00:00:00
40,113,4.7,00:00:00
40,115,4.8,00:00:00
40,134,4.5,00:00:00
40,145,3.2,00:00:00
40,148,4.1,00:00:00
40,149,4.2,00:00:00
40,154,4.5,00:00:00
40,157,4.3,00:00:00
40,159,4.5,00:00:00
40,160,4.3,00:00:00
40,161,4.2,00:00:00
40,176,4.3,00:00:00
40,180,3.8,00:00:00
40,188,4.6,00:00:00
40,189,4.3,00:00:00
40,191,4.5,00:00:00
40,192,4.3,00:00:00
40,193,4.3,00:00:00
40,195,4.2,00:00:00
40,197,4.4,00:00:00
40,199,4.5,00:00:00
40,201,4.0,00:00:00
40,203,4.0,00:00:00
40,207,4.1,00:00:00
40,216,4.7,00:00:00
40,221,4.2,00:00:00
40,225,4.2,00:00:00
40,237,4.6,00:00:00
40,250,4.5,00:00:00
40,259,4.3,00:00:00
40,265,4.3,00:00:00
40,271,4.5,00:00:00
40,274,3.7,00:00:00
40,288,4.6,00:00:00
40,289,4.5,00:00:00
40,294,4.4,00:00:00
40,295,4.7,00:00:00
40,298,4.7,00:00:00
40,299,4.2,00:00:00
40,300,4.4,00:00:00
40,304,4.0,00:00:00
40,356,4.2,00:00:00
40,386,4.5,00:00:00
40,391,4.2,00:00:00
40,398,4.2,00:00:00
40,401,4.5,00:00:00
40,419,4.2,00:00:00
40,459,4.2,00:00:00
40,537,4.4,00:00:00
40,547,4.4,00:00:00
40,573,4.6,00:00:00
40,575,4.1,00:00:00
40,577,4.5,00:00:00
2,4,4.4,00:00:00
2,13,4.7,00:00:00
2,20,4.5,00:00:00
2,23,4.5,00:00:00
2,28,4.4,00:00:00
2,33,4.6,00:00:00
2,43,4.3,00:00:00
2,44,4.3,00:00:00
2,55,4.5,00:00:00
2,66,4.0,00:00:00
2,67,4.3,00:00:00
2,75,4.6,00:00:00
2,76,4.6,00:00:00
2,78,4.4,00:00:00
2,79,4.7,00:00:00
2,81,3.8,00:00:00
2,82,4.4,00:00:00
2,83,4.2,00:00:00
2,84,4.3,00:00:00
2,85,4.6,00:00:00
2,86,4.5,00:00:00
2,90,4.4,00:00:00
2,92,4.6,00:00:00
2,104,4.5,00:00:00
2,105,4.5,00:00:00
2,106,4.5,00:00:00
